time_0,x_0,y_0,time_1,x_1,y_1,time_2,x_2,y_2,time_3,x_3,y_3,time_4,x_4,y_4
9.900000000000000000e+01,5.324999999999999734e-01,8.250000000000000389e-02,1.780000000000000000e+02,2.424999999999999933e-01,4.874999999999999889e-01,1.750000000000000000e+02,5.625000000000000000e-01,7.325000000000000400e-01,1.750000000000000000e+02,3.749999999999999861e-02,2.474999999999999978e-01,2.940000000000000000e+02,7.749999999999999944e-02,7.824999999999999734e-01
1.100000000000000000e+02,5.825000000000000178e-01,8.749999999999999445e-02,1.890000000000000000e+02,2.775000000000000244e-01,5.374999999999999778e-01,1.860000000000000000e+02,5.124999999999999556e-01,7.375000000000000444e-01,1.860000000000000000e+02,8.749999999999999445e-02,2.525000000000000022e-01,3.050000000000000000e+02,1.275000000000000022e-01,7.874999999999999778e-01
1.210000000000000000e+02,6.324999999999999512e-01,9.249999999999999889e-02,2.060000000000000000e+02,3.275000000000000133e-01,5.424999999999999822e-01,1.970000000000000000e+02,5.074999999999999512e-01,7.874999999999999778e-01,1.970000000000000000e+02,1.375000000000000111e-01,2.575000000000000067e-01,3.160000000000000000e+02,1.774999999999999911e-01,7.924999999999999822e-01
1.320000000000000000e+02,6.824999999999999956e-01,9.750000000000000333e-02,2.170000000000000000e+02,3.775000000000000022e-01,5.474999999999999867e-01,2.080000000000000000e+02,5.574999999999999956e-01,7.924999999999999822e-01,2.080000000000000000e+02,1.875000000000000000e-01,2.625000000000000111e-01,3.270000000000000000e+02,2.275000000000000078e-01,7.974999999999999867e-01
1.430000000000000000e+02,7.325000000000000400e-01,1.024999999999999939e-01,2.280000000000000000e+02,4.274999999999999911e-01,5.524999999999999911e-01,2.190000000000000000e+02,6.075000000000000400e-01,7.974999999999999867e-01,2.190000000000000000e+02,2.374999999999999889e-01,2.675000000000000155e-01,3.380000000000000000e+02,2.775000000000000244e-01,8.024999999999999911e-01
1.540000000000000000e+02,7.824999999999999734e-01,1.074999999999999983e-01,2.390000000000000000e+02,4.774999999999999800e-01,5.574999999999999956e-01,2.300000000000000000e+02,6.574999999999999734e-01,8.024999999999999911e-01,2.300000000000000000e+02,2.874999999999999778e-01,2.725000000000000200e-01,3.490000000000000000e+02,3.275000000000000133e-01,8.074999999999999956e-01
1.650000000000000000e+02,7.774999999999999689e-01,1.575000000000000011e-01,2.500000000000000000e+02,4.724999999999999756e-01,6.075000000000000400e-01,2.410000000000000000e+02,7.075000000000000178e-01,8.074999999999999956e-01,2.410000000000000000e+02,3.375000000000000222e-01,2.775000000000000244e-01,3.600000000000000000e+02,3.775000000000000022e-01,8.125000000000000000e-01
1.760000000000000000e+02,7.275000000000000355e-01,1.625000000000000056e-01,2.610000000000000000e+02,5.224999999999999645e-01,6.125000000000000444e-01,2.520000000000000000e+02,7.025000000000000133e-01,8.575000000000000400e-01,2.520000000000000000e+02,3.875000000000000111e-01,2.824999999999999734e-01,3.710000000000000000e+02,4.274999999999999911e-01,8.175000000000000044e-01
1.870000000000000000e+02,6.774999999999999911e-01,1.675000000000000100e-01,2.720000000000000000e+02,5.725000000000000089e-01,6.175000000000000488e-01,2.630000000000000000e+02,6.524999999999999689e-01,8.625000000000000444e-01,2.630000000000000000e+02,3.624999999999999889e-01,3.325000000000000178e-01,3.820000000000000000e+02,4.774999999999999800e-01,8.225000000000000089e-01
1.980000000000000000e+02,6.274999999999999467e-01,1.724999999999999867e-01,2.830000000000000000e+02,6.225000000000000533e-01,6.125000000000000444e-01,2.740000000000000000e+02,6.025000000000000355e-01,8.675000000000000488e-01,2.780000000000000000e+02,3.125000000000000000e-01,3.375000000000000222e-01,3.930000000000000000e+02,4.724999999999999756e-01,8.725000000000000533e-01
2.090000000000000000e+02,5.775000000000000133e-01,1.774999999999999911e-01,2.940000000000000000e+02,6.274999999999999467e-01,5.625000000000000000e-01,2.850000000000000000e+02,5.524999999999999911e-01,8.725000000000000533e-01,2.890000000000000000e+02,2.625000000000000111e-01,3.425000000000000266e-01,4.040000000000000000e+02,4.224999999999999867e-01,8.774999999999999467e-01
2.200000000000000000e+02,5.725000000000000089e-01,2.275000000000000078e-01,3.050000000000000000e+02,6.324999999999999512e-01,5.124999999999999556e-01,2.960000000000000000e+02,5.024999999999999467e-01,8.774999999999999467e-01,3.000000000000000000e+02,2.124999999999999944e-01,3.474999999999999756e-01,4.150000000000000000e+02,3.724999999999999978e-01,8.824999999999999512e-01
2.310000000000000000e+02,6.225000000000000533e-01,2.325000000000000122e-01,3.160000000000000000e+02,6.374999999999999556e-01,4.625000000000000222e-01,3.070000000000000000e+02,4.974999999999999978e-01,9.274999999999999911e-01,3.110000000000000000e+02,1.625000000000000056e-01,3.524999999999999800e-01,4.260000000000000000e+02,3.225000000000000089e-01,8.874999999999999556e-01
2.420000000000000000e+02,6.724999999999999867e-01,2.374999999999999889e-01,3.270000000000000000e+02,6.424999999999999600e-01,4.124999999999999778e-01,3.180000000000000000e+02,5.474999999999999867e-01,9.324999999999999956e-01,3.220000000000000000e+02,1.125000000000000028e-01,3.574999999999999845e-01,4.370000000000000000e+02,2.725000000000000200e-01,8.924999999999999600e-01
2.530000000000000000e+02,7.225000000000000311e-01,2.424999999999999933e-01,3.380000000000000000e+02,6.925000000000000044e-01,4.074999999999999734e-01,3.290000000000000000e+02,5.975000000000000311e-01,9.375000000000000000e-01,3.330000000000000000e+02,6.250000000000000000e-02,3.624999999999999889e-01,4.480000000000000000e+02,2.225000000000000033e-01,8.974999999999999645e-01
2.640000000000000000e+02,7.724999999999999645e-01,2.474999999999999978e-01,3.490000000000000000e+02,6.975000000000000089e-01,4.575000000000000178e-01,3.400000000000000000e+02,5.925000000000000266e-01,9.875000000000000444e-01,3.440000000000000000e+02,1.250000000000000069e-02,3.674999999999999933e-01,4.590000000000000000e+02,2.174999999999999989e-01,9.475000000000000089e-01
2.750000000000000000e+02,8.225000000000000089e-01,2.525000000000000022e-01,3.600000000000000000e+02,7.475000000000000533e-01,4.625000000000000222e-01,3.510000000000000000e+02,5.424999999999999822e-01,9.925000000000000488e-01,3.550000000000000000e+02,7.499999999999999722e-03,4.174999999999999822e-01,4.700000000000000000e+02,2.124999999999999944e-01,9.975000000000000533e-01
2.860000000000000000e+02,8.725000000000000533e-01,2.575000000000000067e-01,3.710000000000000000e+02,7.425000000000000488e-01,5.124999999999999556e-01,3.620000000000000000e+02,6.424999999999999600e-01,9.975000000000000533e-01,3.660000000000000000e+02,5.750000000000000250e-02,4.224999999999999867e-01,4.810000000000000000e+02,1.575000000000000011e-01,9.975000000000000533e-01
2.970000000000000000e+02,9.224999999999999867e-01,2.625000000000000111e-01,3.840000000000000000e+02,6.975000000000000089e-01,5.374999999999999778e-01,3.830000000000000000e+02,6.925000000000000044e-01,9.925000000000000488e-01,3.770000000000000000e+02,1.074999999999999983e-01,4.274999999999999911e-01,4.920000000000000000e+02,1.074999999999999983e-01,9.925000000000000488e-01
3.080000000000000000e+02,9.725000000000000311e-01,2.675000000000000155e-01,3.980000000000000000e+02,5.775000000000000133e-01,5.074999999999999512e-01,4.260000000000000000e+02,7.425000000000000488e-01,9.975000000000000533e-01,3.880000000000000000e+02,1.575000000000000011e-01,4.324999999999999956e-01,5.030000000000000000e+02,1.024999999999999939e-01,9.425000000000000044e-01
3.190000000000000000e+02,9.625000000000000222e-01,3.175000000000000044e-01,4.280000000000000000e+02,5.725000000000000089e-01,4.575000000000000178e-01,4.370000000000000000e+02,7.924999999999999822e-01,9.875000000000000444e-01,3.990000000000000000e+02,2.074999999999999900e-01,4.375000000000000000e-01,5.140000000000000000e+02,9.750000000000000333e-02,8.924999999999999600e-01
3.310000000000000000e+02,9.124999999999999778e-01,3.225000000000000089e-01,4.390000000000000000e+02,5.675000000000000044e-01,4.074999999999999734e-01,4.490000000000000000e+02,7.974999999999999867e-01,9.375000000000000000e-01,4.100000000000000000e+02,2.575000000000000067e-01,4.425000000000000044e-01,5.250000000000000000e+02,9.249999999999999889e-02,8.425000000000000266e-01
3.420000000000000000e+02,8.625000000000000444e-01,3.275000000000000133e-01,4.500000000000000000e+02,5.174999999999999600e-01,4.124999999999999778e-01,4.600000000000000000e+02,8.024999999999999911e-01,8.874999999999999556e-01,4.210000000000000000e+02,2.824999999999999734e-01,3.925000000000000155e-01,5.360000000000000000e+02,4.250000000000000305e-02,8.375000000000000222e-01
3.530000000000000000e+02,8.125000000000000000e-01,3.325000000000000178e-01,4.610000000000000000e+02,4.675000000000000266e-01,4.174999999999999822e-01,4.710000000000000000e+02,8.074999999999999956e-01,8.375000000000000222e-01,4.360000000000000000e+02,2.025000000000000133e-01,4.874999999999999889e-01,5.470000000000000000e+02,3.749999999999999861e-02,8.874999999999999556e-01
3.640000000000000000e+02,7.624999999999999556e-01,3.375000000000000222e-01,4.720000000000000000e+02,4.174999999999999822e-01,4.224999999999999867e-01,4.820000000000000000e+02,8.125000000000000000e-01,7.874999999999999778e-01,4.710000000000000000e+02,1.474999999999999922e-01,4.874999999999999889e-01,5.580000000000000000e+02,3.250000000000000111e-02,9.375000000000000000e-01
3.750000000000000000e+02,7.574999999999999512e-01,3.875000000000000111e-01,4.830000000000000000e+02,4.124999999999999778e-01,4.724999999999999756e-01,4.930000000000000000e+02,8.074999999999999956e-01,7.375000000000000444e-01,4.820000000000000000e+02,9.750000000000000333e-02,4.824999999999999845e-01,5.690000000000000000e+02,2.750000000000000014e-02,9.875000000000000444e-01
3.860000000000000000e+02,7.075000000000000178e-01,3.925000000000000155e-01,4.940000000000000000e+02,3.624999999999999889e-01,4.774999999999999800e-01,5.040000000000000000e+02,8.175000000000000044e-01,6.875000000000000000e-01,4.930000000000000000e+02,4.750000000000000056e-02,4.774999999999999800e-01,5.800000000000000000e+02,1.575000000000000011e-01,8.974999999999999645e-01
3.970000000000000000e+02,6.824999999999999956e-01,3.425000000000000266e-01,5.050000000000000000e+02,4.575000000000000178e-01,4.974999999999999978e-01,5.160000000000000000e+02,8.675000000000000488e-01,6.824999999999999956e-01,5.040000000000000000e+02,7.499999999999999722e-03,3.125000000000000000e-01,6.240000000000000000e+02,2.675000000000000155e-01,9.975000000000000533e-01
4.120000000000000000e+02,6.774999999999999911e-01,2.924999999999999822e-01,5.280000000000000000e+02,5.224999999999999645e-01,5.274999999999999689e-01,5.270000000000000000e+02,9.174999999999999822e-01,6.774999999999999911e-01,5.450000000000000000e+02,2.500000000000000052e-03,1.575000000000000011e-01,6.740000000000000000e+02,3.425000000000000266e-01,9.375000000000000000e-01
4.230000000000000000e+02,6.274999999999999467e-01,2.874999999999999778e-01,5.490000000000000000e+02,5.224999999999999645e-01,4.625000000000000222e-01,5.380000000000000000e+02,9.224999999999999867e-01,6.274999999999999467e-01,5.770000000000000000e+02,1.250000000000000069e-02,1.074999999999999983e-01,7.150000000000000000e+02,3.925000000000000155e-01,9.425000000000000044e-01
4.340000000000000000e+02,5.274999999999999689e-01,1.524999999999999967e-01,5.680000000000000000e+02,4.974999999999999978e-01,3.074999999999999956e-01,5.490000000000000000e+02,9.274999999999999911e-01,5.775000000000000133e-01,5.890000000000000000e+02,1.750000000000000167e-02,5.750000000000000250e-02,7.260000000000000000e+02,4.425000000000000044e-01,9.475000000000000089e-01
4.810000000000000000e+02,8.175000000000000044e-01,1.925000000000000044e-01,6.040000000000000000e+02,4.924999999999999933e-01,2.575000000000000067e-01,5.600000000000000000e+02,9.324999999999999956e-01,5.274999999999999689e-01,6.000000000000000000e+02,2.249999999999999917e-02,7.499999999999999722e-03,7.370000000000000000e+02,4.375000000000000000e-01,9.975000000000000533e-01
5.470000000000000000e+02,8.774999999999999467e-01,1.975000000000000089e-01,6.150000000000000000e+02,4.425000000000000044e-01,2.525000000000000022e-01,5.710000000000000000e+02,9.825000000000000400e-01,5.424999999999999822e-01,6.110000000000000000e+02,7.249999999999999500e-02,2.500000000000000052e-03,7.480000000000000000e+02,3.825000000000000067e-01,9.975000000000000533e-01
5.600000000000000000e+02,9.274999999999999911e-01,2.025000000000000133e-01,6.260000000000000000e+02,4.375000000000000000e-01,3.024999999999999911e-01,5.860000000000000000e+02,9.875000000000000444e-01,5.975000000000000311e-01,6.220000000000000000e+02,1.224999999999999978e-01,7.499999999999999722e-03,7.590000000000000000e+02,3.925000000000000155e-01,7.574999999999999512e-01
5.710000000000000000e+02,9.775000000000000355e-01,2.074999999999999900e-01,6.370000000000000000e+02,3.875000000000000111e-01,3.074999999999999956e-01,5.980000000000000000e+02,9.825000000000000400e-01,6.474999999999999645e-01,6.330000000000000000e+02,1.724999999999999867e-01,1.250000000000000069e-02,8.090000000000000000e+02,4.425000000000000044e-01,7.524999999999999467e-01
5.820000000000000000e+02,9.825000000000000400e-01,1.524999999999999967e-01,6.480000000000000000e+02,5.474999999999999867e-01,2.525000000000000022e-01,6.090000000000000000e+02,9.775000000000000355e-01,6.975000000000000089e-01,6.440000000000000000e+02,2.225000000000000033e-01,1.750000000000000167e-02,8.200000000000000000e+02,4.324999999999999956e-01,6.975000000000000089e-01
5.940000000000000000e+02,9.875000000000000444e-01,1.024999999999999939e-01,6.910000000000000000e+02,5.725000000000000089e-01,2.974999999999999867e-01,6.200000000000000000e+02,9.725000000000000311e-01,7.475000000000000533e-01,6.550000000000000000e+02,2.725000000000000200e-01,2.249999999999999917e-02,8.330000000000000000e+02,2.675000000000000155e-01,6.474999999999999645e-01
6.050000000000000000e+02,9.925000000000000488e-01,5.249999999999999806e-02,7.050000000000000000e+02,5.124999999999999556e-01,6.624999999999999778e-01,6.310000000000000000e+02,9.224999999999999867e-01,7.524999999999999467e-01,6.660000000000000000e+02,3.225000000000000089e-01,2.750000000000000014e-02,9.140000000000000000e+02,2.174999999999999989e-01,6.424999999999999600e-01
6.160000000000000000e+02,9.975000000000000533e-01,2.500000000000000052e-03,7.900000000000000000e+02,4.625000000000000222e-01,6.674999999999999822e-01,6.420000000000000000e+02,8.725000000000000533e-01,7.574999999999999512e-01,6.770000000000000000e+02,3.724999999999999978e-01,3.250000000000000111e-02,9.250000000000000000e+02,2.124999999999999944e-01,5.925000000000000266e-01
6.270000000000000000e+02,9.375000000000000000e-01,2.500000000000000052e-03,8.010000000000000000e+02,4.575000000000000178e-01,7.175000000000000266e-01,6.530000000000000000e+02,8.675000000000000488e-01,8.074999999999999956e-01,6.880000000000000000e+02,4.224999999999999867e-01,3.749999999999999861e-02,9.360000000000000000e+02,2.074999999999999900e-01,5.424999999999999822e-01
6.390000000000000000e+02,9.324999999999999956e-01,5.249999999999999806e-02,8.120000000000000000e+02,5.074999999999999512e-01,7.225000000000000311e-01,6.640000000000000000e+02,9.174999999999999822e-01,8.125000000000000000e-01,6.990000000000000000e+02,4.724999999999999756e-01,4.250000000000000305e-02,9.470000000000000000e+02,2.025000000000000133e-01,4.924999999999999933e-01
6.500000000000000000e+02,9.274999999999999911e-01,1.024999999999999939e-01,8.230000000000000000e+02,5.574999999999999956e-01,6.925000000000000044e-01,6.750000000000000000e+02,9.675000000000000266e-01,8.175000000000000044e-01,7.100000000000000000e+02,4.675000000000000266e-01,9.249999999999999889e-02,9.580000000000000000e+02,1.524999999999999967e-01,4.974999999999999978e-01
6.610000000000000000e+02,9.274999999999999911e-01,3.724999999999999978e-01,nan,nan,nan,6.860000000000000000e+02,9.625000000000000222e-01,8.675000000000000488e-01,7.210000000000000000e+02,4.174999999999999822e-01,9.750000000000000333e-02,9.690000000000000000e+02,1.024999999999999939e-01,5.024999999999999467e-01
7.150000000000000000e+02,8.774999999999999467e-01,3.775000000000000022e-01,nan,nan,nan,6.970000000000000000e+02,9.124999999999999778e-01,8.725000000000000533e-01,7.320000000000000000e+02,3.674999999999999933e-01,1.024999999999999939e-01,9.800000000000000000e+02,5.249999999999999806e-02,5.074999999999999512e-01
7.260000000000000000e+02,8.275000000000000133e-01,3.825000000000000067e-01,nan,nan,nan,7.080000000000000000e+02,8.625000000000000444e-01,8.774999999999999467e-01,7.430000000000000000e+02,3.175000000000000044e-01,1.074999999999999983e-01,9.910000000000000000e+02,2.500000000000000052e-03,5.124999999999999556e-01
7.370000000000000000e+02,8.475000000000000311e-01,4.324999999999999956e-01,nan,nan,nan,7.190000000000000000e+02,8.575000000000000400e-01,9.274999999999999911e-01,7.540000000000000000e+02,2.675000000000000155e-01,1.125000000000000028e-01,1.002000000000000000e+03,7.499999999999999722e-03,5.625000000000000000e-01
7.510000000000000000e+02,8.974999999999999645e-01,4.375000000000000000e-01,nan,nan,nan,7.300000000000000000e+02,9.074999999999999734e-01,9.324999999999999956e-01,7.650000000000000000e+02,2.174999999999999989e-01,1.174999999999999933e-01,1.013000000000000000e+03,5.750000000000000250e-02,5.675000000000000044e-01
7.620000000000000000e+02,9.475000000000000089e-01,4.425000000000000044e-01,nan,nan,nan,7.410000000000000000e+02,9.575000000000000178e-01,9.375000000000000000e-01,7.760000000000000000e+02,1.675000000000000100e-01,1.224999999999999978e-01,1.024000000000000000e+03,1.074999999999999983e-01,5.725000000000000089e-01
7.730000000000000000e+02,9.975000000000000533e-01,4.475000000000000089e-01,nan,nan,nan,7.520000000000000000e+02,9.525000000000000133e-01,9.875000000000000444e-01,7.870000000000000000e+02,1.174999999999999933e-01,1.275000000000000022e-01,1.035000000000000000e+03,1.575000000000000011e-01,5.775000000000000133e-01
7.840000000000000000e+02,9.975000000000000533e-01,3.875000000000000111e-01,nan,nan,nan,7.630000000000000000e+02,9.024999999999999689e-01,9.925000000000000488e-01,7.980000000000000000e+02,6.750000000000000444e-02,1.325000000000000067e-01,1.046000000000000000e+03,1.524999999999999967e-01,6.274999999999999467e-01
7.960000000000000000e+02,9.425000000000000044e-01,4.924999999999999933e-01,nan,nan,nan,7.740000000000000000e+02,8.525000000000000355e-01,9.975000000000000533e-01,8.090000000000000000e+02,6.750000000000000444e-02,7.249999999999999500e-02,1.057000000000000000e+03,1.024999999999999939e-01,6.324999999999999512e-01
8.280000000000000000e+02,8.924999999999999600e-01,4.974999999999999978e-01,nan,nan,nan,7.850000000000000000e+02,7.425000000000000488e-01,9.274999999999999911e-01,8.210000000000000000e+02,1.174999999999999933e-01,6.750000000000000444e-02,1.068000000000000000e+03,5.249999999999999806e-02,6.374999999999999556e-01
8.390000000000000000e+02,8.425000000000000266e-01,4.874999999999999889e-01,nan,nan,nan,8.210000000000000000e+02,6.774999999999999911e-01,6.624999999999999778e-01,8.320000000000000000e+02,1.675000000000000100e-01,6.250000000000000000e-02,1.079000000000000000e+03,2.500000000000000052e-03,6.424999999999999600e-01
8.510000000000000000e+02,7.774999999999999689e-01,4.375000000000000000e-01,nan,nan,nan,8.870000000000000000e+02,6.724999999999999867e-01,6.125000000000000444e-01,8.430000000000000000e+02,3.425000000000000266e-01,2.225000000000000033e-01,1.090000000000000000e+03,2.625000000000000111e-01,5.374999999999999778e-01
nan,nan,nan,nan,nan,nan,9.000000000000000000e+02,6.175000000000000488e-01,6.524999999999999689e-01,9.100000000000000000e+02,4.274999999999999911e-01,2.124999999999999944e-01,nan,nan,nan
nan,nan,nan,nan,nan,nan,9.190000000000000000e+02,8.475000000000000311e-01,5.725000000000000089e-01,nan,nan,nan,nan,nan,nan
